Movie Name,Movie Detail Link,Directors,Casts
WALL-E,https://www.metacritic.com/movie/wall-e,Andrew Stanton,"Bob Bergen,Donald Fullilove,Fred Willard,John Cygan,John Ratzenberger,Kathy Najimy,Lori Alan,MacInTalk,Paul Eiding,Pete Docter,Sigourney Weaver,Teddy Newton,Teresa Ganzel,Ben Burtt,Elissa Knight,Jeff Garlin"
Carol,https://www.metacritic.com/movie/carol,Todd Haynes,"Amy Warner,Anita Farmer Bergman,Bella Garcia,Blanca Camacho,Carrie Brownstein,Cate Blanchett,Chandish Nester,Colin Botts,Cory Michael Smith,Dennis Hensley,Douglas Scott Sorenson,Giedre Bond,Jake Lacy,Jayne Houdyshell,Jim Dougherty,Jim Owens,John Magaro,Jorge Mardel,Ken Strunk,Kevin Crowley,Kk Heim,Kyle Chandler,Liberty Fraysure,Linnea Bond,Lizzy Leigh,Matthew Kallmeyer,Michael Haney,Michael Loos,Misty M. Jump,Nathaniel Grauwelman,Nik Pajic,Philip Krinsky,Rileigh McDonald,Robert Gerding,Rooney Mara,Ryan Wesley Gilreath,Sadie Heim,Sarah Paulson,Steven Andrews,Trent Rowland,William Willet,Zander Kaufer,Cate Blanchett,Cory Michael Smith,Jake Lacy,John Magaro,Kyle Chandler,Rooney Mara,Sarah Paulson"
Before Midnight,https://www.metacritic.com/movie/before-midnight,Richard Linklater,"Anouk Servera,Ariane Labed,Athina Rachel Tsangari,Charlotte Prior,Enrico Focardi,Ethan Hawke,Jennifer Prior,Julie Delpy,Manolis Goussias,Panos Koronis,Seamus Davey-Fitzpatrick,Serafeim Radis,Walter Lassally,Xenia Kalogeropoulou,Yannis Papadopoulos,Yiannis Papadopoulos,Yota Argyropoulou,Ariane Labed,Athina Rachel Tsangari,Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick,Walter Lassally,Xenia Kalogeropoulou"
Amour,https://www.metacritic.com/movie/amour,Michael Haneke,"Alexandre Tharaud,Carole Franck,Damien Jouillerot,Dinara Drukarova,Jean-Michel Monroc,Laurent Capelluto,Ramón Agirre,Rita Blanco,Suzanne Schmidt,Walid Afkir,William Shimell,Emmanuelle Riva,Isabelle Huppert,Jean-Louis Trintignant"
Dunkirk,https://www.metacritic.com/movie/dunkirk,Christopher Nolan,"Adam Long,Aneurin Barnard,Barry Keoghan,Billy Howle,Bobby Lockwood,Bradley Hall,Brian Vernel,Charley Palmer Merkell,Cillian Murphy,Constantin Balsan,Damien Bonnard,Elliott Tittensor,Fionn Whitehead,Jack Gover,Jack Lowden,James Bloor,James D'Arcy,Jochum ten Haaf,Kenneth Branagh,Kevin Guthrie,Lee Armstrong,Luke Thompson,Mark Rylance,Michael Fox,Michel Biel,Mikey Collins,Miranda Nolan,Paul Riley Fox,Richard Sanderson,Tom Glynn-Carney,Tom Hardy,Will Attenborough,Aneurin Barnard,Barry Keoghan,Damien Bonnard,Fionn Whitehead,Harry Styles,Jack Lowden,James Bloor,Lee Armstrong,Mark Rylance,Tom Glynn-Carney,Tom Hardy"
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",https://www.metacritic.com/movie/summer-of-soul-or-when-the-revolution-could-not-be-televised,Ahmir-Khalib Thompson,"Gladys Knight & The Pips,Mavis Staples,Sly and the Family Stone,The 5th Dimension,The Chambers Brothers,Abbey Lincoln,B.B. King,David Ruffin,Jesse Jackson,Mahalia Jackson,Max Roach,Moms Mabley,Nina Simone,Sal Masekela,Stevie Wonder"
The Man Who Shot Liberty Valance,https://www.metacritic.com/movie/the-man-who-shot-liberty-valance,John Ford,"Carleton Young,Denver Pyle,Strother Martin,Willis Bouchey,Woody Strode,Andy Devine,Edmond O'Brien,James Stewart,Jeanette Nolan,John Carradine,John Qualen,John Wayne,Ken Murray,Lee Marvin,Vera Miles"
The Searchers,https://www.metacritic.com/movie/the-searchers,John Ford,"Antonio Moreno,Beulah Archuletta,Dorothy Jordan,Hank Worden,Walter Coy,Harry Carey Jr.,Henry Brandon,Jeffrey Hunter,John Qualen,John Wayne,Ken Curtis,Natalie Wood,Olive Carey,Vera Miles,Ward Bond"
45 Years,https://www.metacritic.com/movie/45-years,Andrew Haigh,"Camille Ucan,Charles Booth,Charlotte Rampling,David Sibley,Dolly Wells,Geraldine James,Hannah Chalmers,Kevin Matadeen,Lucy Temple,Martin Atkinson,Max Rudd,Michelle Finch,Paul Goldsmith,Peter Dean Jackson,Rachel Banham,Richard Cunningham,Rufus Wright,Sam Alexander,Tom Courtenay,Charlotte Rampling,Tom Courtenay"
Taxi Driver,https://www.metacritic.com/movie/taxi-driver,Martin Scorsese,"Albert Brooks,Brenda Dickson,Copper Cunningham,Diahnne Abbott,Frank Adu,Garth Avery,Gino Ardito,Harry Cohn,Harry Fischler,Harvey Keitel,Leonard Harris,Nat Grant,Peter Boyle,Victor Argo,Albert Brooks,Cybill Shepherd,Diahnne Abbott,Frank Adu,Garth Avery,Gino Ardito,Jodie Foster,Peter Boyle,Robert De Niro,Victor Argo"
Pulp Fiction,https://www.metacritic.com/movie/pulp-fiction,Quentin Tarantino,"Amanda Plummer,Duane Whitaker,Eric Stoltz,Frank Whaley,Maria de Medeiros,Paul Calderon,Peter Greene,Phil LaMarr,Rosanna Arquette,Tim Roth,Uma Thurman,Ving Rhames,Bruce Willis,John Travolta,Samuel L. Jackson"
The Manchurian Candidate,https://www.metacritic.com/movie/the-manchurian-candidate-1962,John Frankenheimer,"Albert Paulsen,Angela Lansbury,Barry Kelley,Douglas Henderson,Henry Silva,James Edwards,James Gregory,Janet Leigh,John McGiver,Khigh Dhiegh,Leslie Parrish,Lloyd Corrigan,Madame Spivy,Frank Sinatra,Laurence Harvey"
Mr. Turner,https://www.metacritic.com/movie/mr-turner,Mike Leigh,"Alice Orr-Ewing,Amy Dawson,Billy Holland,Dorothy Atkinson,Fenella Woolgar,Fred Pearson,James Fleet,James Norton,Jamie Thomas King,John Duggan,John Warman,Joshua McGuire,Julian Seager,Karl Johnson,Katherine Denkinson,Lasco Atkins,Lee Ingleby,Leo Bill,Lesley Manville,Marion Bailey,Mark Stanley,Mark Wingett,Martin Savage,Niall Buggy,Oliver Maltman,Paul Jesson,Peter Wight,Richard Bremmer,Richard Dixon,Robert Portal,Roger Ashton-Griffiths,Ruby Bentall,Ruth Sheen,Sandy Foster,Sinead Matthews,Stuart Matthews,Sylvestra Le Touzel,Timothy Spall,Tom Edden,Tom Wlaschiha,Amy Dawson,Dorothy Atkinson,Karl Johnson,Lesley Manville,Marion Bailey,Paul Jesson,Ruth Sheen,Sandy Foster,Timothy Spall"
The Irishman,https://www.metacritic.com/movie/the-irishman,Martin Scorsese,"Aleksa Palladino,Aly Mang,Dascha Polanco,Domenick Lombardozzi,Gary Basaraba,Harvey Keitel,India Ennenga,Jack Huston,Jake Hoffman,Jesse Plemons,Joseph Russo,Kathrine Narducci,Paul Ben-Victor,Paul Herman,Ray Romano,Sebastian Maniscalco,Sharon Pfeiffer,Stephanie Kurtzuba,Steve Van Zandt,Al Pacino,Aleksa Palladino,Anna Paquin,Bobby Cannavale,Dascha Polanco,Harvey Keitel,Jack Huston,Jake Hoffman,Jesse Plemons,Joe Pesci,Kathrine Narducci,Ray Romano,Robert De Niro,Sebastian Maniscalco,Stephanie Kurtzuba,Stephen Graham,Steve Van Zandt"
Grave of the Fireflies (1988),https://www.metacritic.com/movie/grave-of-the-fireflies,Isao Takahata,"Adam Gibbs,Amy Jones,Crispin Freeman,Dan Green,Susan O. Koozin,Akemi Yamaguchi,Ayano Shiraishi,Justin Doran,Luci Christian,Marcy Bannor,Shannon Conley,Shelley Calene-Black,Tadashi Nakamura,Tsutomu Tatsumi,Yoshiko Shinohara"
The Wild Child,https://www.metacritic.com/movie/the-wild-child,François Truffaut,"Eva Truffaut,Gitt Magrini,Jean-François Stévenin,Laura Truffaut,Robert Cambourakis,Annie Miller,Claude Miller,François Truffaut,Françoise Seigner,Jean Dasté,Jean Gruault,Jean-Pierre Cargol,Mathieu Schiffman,Nathan Miller,Paul Villé"
Amazing Grace,https://www.metacritic.com/movie/amazing-grace-1972,"Alan Elliott,Sydney Pollack","Alexander Hamilton,Aretha Franklin,Bernard Pretty Purdie,Bernard Purdie,C.L. Franklin,Charlie Watts,Chuck Rainey,Clara Ward,Mick Jagger,Reverand James Cleveland,Sydney Pollack"
Shadow of a Doubt,https://www.metacritic.com/movie/shadow-of-a-doubt,Alfred Hitchcock,"Bill Bates,Clarence Muse,Estelle Jewell,Janet Shaw,Virginia Brissac,Charles Bates,Edna May Wonacott,Henry Travers,Hume Cronyn,Irving Bacon,Joseph Cotten,Macdonald Carey,Patricia Collinge,Teresa Wright,Wallace Ford"
Inside Out,https://www.metacritic.com/movie/inside-out-2015,"Pete Docter,Ronaldo Del Carmen","Amy Poehler,Bill Hader,Bob Bergen,Bobby Moynihan,Carlos Alazraqui,Danny Mann,Dave Goelz,Diane Lane,Flea,Frank Oz,Jess Harnell,John Cygan,John Ratzenberger,Josh Cooley,Kaitlyn Dias,Kyle MacLachlan,Laraine Newman,Lewis Black,Lori Alan,Mindy Kaling,Paris Van Dyke,Paula Pell,Paula Poundstone,Phyllis Smith,Rashida Jones,Richard Kind,Sherry Lynn,Teresa Ganzel,Amy Poehler,Bill Hader,Lewis Black,Mindy Kaling,Phyllis Smith"
Sideways,https://www.metacritic.com/movie/sideways,Alexander Payne,"Alysia Reiner,Jessica Hecht,Joe Marinelli,M.C. Gainey,Marylouise Burke,Missy Doty,Patrick Gallagher,Robert Covarrubias,Shake Tukhmanyan,Shaun Duke,Stephanie Faracy,Paul Giamatti,Sandra Oh,Thomas Haden Church,Virginia Madsen"
Schindler's List,https://www.metacritic.com/movie/schindlers-list,Steven Spielberg,"Andrzej Seweryn,Béatrice Macola,Ben Kingsley,Caroline Goodall,Embeth Davidtz,Friedrich von Thun,Harry Nehring,Jonathan Sagall,Krzysztof Luft,Malgoscha Gebel,Mark Ivanir,Norbert Weisser,Shmuel Levy,Liam Neeson,Ralph Fiennes"
Meet Me in St. Louis,https://www.metacritic.com/movie/meet-me-in-st-louis,Vincente Minnelli,"Chill Wills,Hugh Marlowe,Joan Carroll,Robert Sully,Sidney Barnes,Harry Davenport,Henry H. Daniels Jr.,Judy Garland,June Lockhart,Leon Ames,Lucille Bremer,Margaret O'Brien,Marjorie Main,Mary Astor,Tom Drake"
The Apartment,https://www.metacritic.com/movie/the-apartment,Billy Wilder,"David White,Dorothy Abbott,Edie Adams,Joyce Jameson,Willard Waterman,David Lewis,Fred MacMurray,Hope Holiday,Jack Kruschen,Jack Lemmon,Joan Shawlee,Johnny Seven,Naomi Stevens,Ray Walston,Shirley MacLaine"
Apocalypse Now,https://www.metacritic.com/movie/apocalypse-now,Francis Ford Coppola,"Albert Hall,Bo Byers,Dennis Hopper,Frederic Forrest,G.D. Spradlin,Harrison Ford,James Keane,Jerry Ziesmer,Kerry Rossall,Laurence Fishburne,Robert Duvall,Sam Bottoms,Scott Glenn,Marlon Brando,Martin Sheen"
The Gunfighter,https://www.metacritic.com/movie/the-gunfighter,Henry King,"Beulah Archuletta,C.E. Anderson,Carl Andre,Murray Alper,Victor Adamson,Anthony Ross,Ellen Corby,Gregory Peck,Helen Westcott,Jean Parker,Karl Malden,Millard Mitchell,Richard Jaeckel,Skip Homeier,Verna Felton"
We Were Here,https://www.metacritic.com/movie/we-were-here,"Bill Weber,David Weissman","Bobbi Campbell,Cleve Jones,Daniel Goldstein,Ed Wolf,Eileen Glutzer,Guy Clark,Guy Clark,Paul Boneberg"
Lady Bird,https://www.metacritic.com/movie/lady-bird,Greta Gerwig,"Andy Buckley,Bayne Gibby,Beanie Feldstein,Christina Offley,Daniel Zovatto,Danielle Macdonald,Jake McDorman,John Karna,Jordan Rodrigues,Kathryn Newton,Kristen Cloke,Laura Marano,Lois Smith,Lucas Hedges,Marielle Scott,Stephen Henderson,Tracy Letts,Andy Buckley,Beanie Feldstein,Danielle Macdonald,Jake McDorman,Jordan Rodrigues,Kathryn Newton,Kristen Cloke,Laura Marano,Laurie Metcalf,Lois Smith,Lucas Hedges,Odeya Rush,Saoirse Ronan,Stephen Henderson,Timoth,Tracy Letts"
Chimes at Midnight,https://www.metacritic.com/movie/chimes-at-midnight,Orson Welles,"Alan Webb,Fernando Rey,Jeremy Rowe,Keith Baxter,Keith Pyott,Andrés Mejuto,Jeanne Moreau,John Gielgud,Julio Peña,Margaret Rutherford,Marina Vlady,Michael Aldridge,Orson Welles,Tony Beckley,Walter Chiari"
The Lord of the Rings: The Return of the King,https://www.metacritic.com/movie/the-lord-of-the-rings-the-return-of-the-king,Peter Jackson,"Alexandra Astin,Alistair Browning,Bernard Hill,Billy Boyd,Cate Blanchett,David Aston,Ian McKellen,Jason Fitch,John Bach,Marton Csokas,Noel Appleby,Orlando Bloom,Richard Edge,Sadwyn Brophy,Sean Astin,Sean Bean,Andy Serkis,Orlando Bloom"
Carlos,https://www.metacritic.com/movie/carlos,Olivier Assayas,"Ahmad Kaabour,Alejandro Arroyo,Alexander Scheer,Aljoscha Stadelmann,Antoine Balabane,Christoph Bach,Édgar Ramírez,Fadi Abi Samra,Fadi Yanni Turk,Juana Acosta,Julia Hummer,Karam Ghossein,Lamia Ahmed,Liane Sellerer,Nora von Waldstätten,Philippe Tran,Rami Farah,Rodney El Haddad,Talal El-Jordi,Zeid Hamdan"
Marriage Story,https://www.metacritic.com/movie/marriage-story,Noah Baumbach,"Albert Jones,Annie Hamilton,Ayden Mayeri,Azhy Robertson,Brooke Bloom,Jasmine Cephas Jones,Julie Hagerty,Kyle Bornheimer,Mark O'Brien,Martha Kelly,Mary Hollis Inboden,Mary Wiseman,Matthew Maher,Mickey Sumner,Motell Gyn Foster,Pete Simpson,Raymond J. Lee,Robert Smigel,Adam Driver,Alan Alda,Albert Jones,Ayden Mayeri,Azhy Robertson,Brooke Bloom,David Turner,Eric Berryman,Gideon Glick,Julia Greer,Julie Hagerty,Kyle Bornheimer,Laura Dern,Mark O'Brien,Mary Hollis Inboden,Matthew Maher,Merritt Wever,Mickey Sumner,Ray Liotta,Robert Smigel,Scarlett Johansson,Wallace Shawn"
La La Land,https://www.metacritic.com/movie/la-la-land,Damien Chazelle,"Amanda Fields,Amiée Conn,Ana Flavia Gavlak,Andres Perez-Molina,Ashley Caple,Callie Hernandez,Cameron Brinkman,Candice Coke,Christopher Aber,Cinda Adams,Claudine Claudio,D.A. Wallach,Emma Stone,Finn Wittrock,Hemky Madera,J.K. Simmons,Jason Fuchs,Jessica Rothe,John Legend,Jordan Ray Fox,Josh Pence,Kaye L. Morris,Kc Monnie,Kiff VandenHeuvel,Kristin Slaysman,Margaret Newborn,Meagen Fay,Miles Anderson,Morgan Larson,Nilla Watkins,Phillip E. Walker,Rosemarie DeWitt,Ryan Gosling,Sandra Rosko,Shannon Klein,Shannon Leann,Sonoya Mizuno,Terry Walters,Thom Shelton,Tom Everett Scott,Trevor Lissauer,Zoë Hall,Emma Stone,J.K. Simmons,Rosemarie DeWitt,Ryan Gosling"
Faces Places,https://www.metacritic.com/movie/faces-places,"Agnès Varda,JR","Clemens Van Dungern,Laurent Levesque,Morgane Riou,Nathalie Maurouard,Nathalie Schleehauf,Patricia Mercier,Pony-Soleil-Air-Sauvage-Nature,Agnès Varda,Amaury Bossy,Claude Ferchal,Claude Flaert,J.R.,Jean-Luc Godard,Jean-Paul Beaujon,Jeannine Carpentier,JR,Laurent Levesque,Marie Douvet,Vincent Gils,Yves Boulen"
"Crouching Tiger, Hidden Dragon",https://www.metacritic.com/movie/crouching-tiger-hidden-dragon,Ang Lee,"Chen Chang,De Ming Wang,Fa Zeng Li,Jin Ting Zhang,Kai Li,Li Li,Pei-pei Cheng,Rei Yang,Sihung Lung,Su Ying Huang,Xian Gao,Yan Hai,Michelle Yeoh,Yun-Fat Chow,Ziyi Zhang"
Nomadland,https://www.metacritic.com/movie/nomadland,Chloé Zhao,"Annette Webb,Annette Wells,Bob Wells,Brandy Wilber,Karie Lynn McDermott Wilder,Makenzie Etcheverry,Rachel Bannon,Angela Reyes,Bob Wells,Carl R. Hughes,David Strathairn,Douglas G. Soul,Frances McDormand,Gay DeForest,Karie Lynn McDermott Wilder,Linda May,Patricia Grier,Ryan Aquino,Swankie,Teresa Buchanan"
The Servant,https://www.metacritic.com/movie/the-servant,Joseph Losey,"Alun Owen,Ann Firbank,Brian Phelan,Catherine Lacey,Derek Tansley,Doris Knox,Harold Pinter,Hazel Terry,Jill Melford,Patrick Magee,Richard Vernon,Dirk Bogarde,James Fox,Sarah Miles,Wendy Craig"
Call Me by Your Name,https://www.metacritic.com/movie/call-me-by-your-name,Luca Guadagnino,"Amira Casar,Andre Aciman,Antonio Rimoldi,Armie Hammer,Elena Bucci,Esther Garrel,Marco Sgrosso,Michael Stuhlbarg,Peter Spears,Timoth,Vanda Capriolo,Victoire Du Bois,Xhuliano Ujka,Amira Casar,Antonio Rimoldi,Armie Hammer,Elena Bucci,Esther Garrel,Marco Sgrosso,Michael Stuhlbarg,Timoth,Vanda Capriolo,Victoire Du Bois"
The Magnificent Ambersons,https://www.metacritic.com/movie/the-magnificent-ambersons,"Fred Fleck,Orson Welles,Robert Wise","Georgia Backus,Harry A. Bailey,Jack Baxley,Olive Ball,William Blees,Agnes Moorehead,Anne Baxter,Dolores Costello,Edwin August,Erskine Sanford,Joseph Cotten,Orson Welles,Ray Collins,Richard Bennett,Tim Holt"
Reversal of Fortune,https://www.metacritic.com/movie/reversal-of-fortune,Barbet Schroeder,"Alan Pottinger,Annabella Sciorra,Christine Baranski,Christine Dunford,Felicity Huffman,Fisher Stevens,Jack Gilpin,Johann Carlo,Keith Reddin,Mano Singh,Ron Silver,Stephen Mailer,Uta Hagen,Glenn Close,Jeremy Irons"
David Byrne’s American Utopia,https://www.metacritic.com/movie/american-utopia,Spike Lee,David Byrne
Shoplifters,https://www.metacritic.com/movie/shoplifters,Hirokazu Koreeda,"Aju Makita,Akira Emoto,Chizuru Ikewaki,Hajime Inoue,Izumi Matsuoka,Jyo Kairi,Katsuya Maiguma,Kazuaki Shimizu,Kengo Kôra,Miyu Sasaki,Naoto Ogata,Yôko Moriguchi,Yûki Yamada,Akira Emoto,Chizuru Ikewaki,Daisuke Kuroda,Jyo Kairi,Kazuaki Shimizu,Kengo Kôra,Kirin Kiki,Lily Franky,Mayu Matsuoka,Miyu Sasaki,Moemi Katayama,Sakura Andô,Sôsuke Ikematsu,Yôko Moriguchi,Yûki Yamada"
Shoah: Four Sisters,https://www.metacritic.com/movie/shoah-four-sisters,Claude Lanzmann,"Ada Lichtman,Claude Lanzmann,Hanna Marton,Paula Biren,Ruth Elias"
The 39 Steps,https://www.metacritic.com/movie/the-39-steps,Alfred Hitchcock,"Charles Bennett,Ivor Barnard,Jerry Verno,Noel Birkin,Peggy Simpson,Frank Cellier,Godfrey Tearle,Gus McNaughton,Helen Haye,John Laurie,Lucie Mannheim,Madeleine Carroll,Peggy Ashcroft,Robert Donat,Wylie Watson"
Duck Soup,https://www.metacritic.com/movie/duck-soup,Leo McCarey,"Charles Middleton,Edgar Kennedy,Edward Arnold,Sidney Bracey,Wade Boteler,Chico Marx,Edmund Breese,Groucho Marx,Harpo Marx,Leonid Kinskey,Louis Calhern,Margaret Dumont,Raquel Torres,The Marx Brothers,Zeppo Marx"
Petite Maman,https://www.metacritic.com/movie/petite-maman,Céline Sciamma,"Florès Cardo,Gabrielle Sanz,Guylène Péan,Josée Schuller,Joséphine Sanz,Margot Abascal,Nina Meurisse,Stéphane Varupenne"
Days of Heaven,https://www.metacritic.com/movie/days-of-heaven,Terrence Malick,"Bob Wilson,Doug Kershaw,Frenchie Lemond,Gene Bell,Jackie Shultis,Linda Manz,Muriel Jolliffe,Richard Libertini,Robert J. Wilke,Sahbra Markus,Sam Shepard,Stuart Margolin,Timothy Scott,Brooke Adams,Richard Gere"
Toni Erdmann,https://www.metacritic.com/movie/toni-erdmann,Maren Ade,"Alexandru Papadopol,Anna Maria Bergold,Hadewych Minis,Ingrid Bisu,Ingrid Burkhard,Ioan Brancu,Jürg Löw,Lucy Russell,Manuela Ciucur,Michael Wittenborn,Nicolas Wackerbarth,Niels Bormann,Peter Simonischek,Radu Banzaru,Ruth Reinecke,Sandra Hüller,Thomas Loibl,Trystan Pütter,Victoria Cocias,Victoria Malektorovych,Vlad Ivanov,Peter Simonischek,Sandra Hüller"
Yi Yi,https://www.metacritic.com/movie/yi-yi,Edward Yang,"Adriene Lin,An-an Hsu,Chuan-cheng Tao,Elaine Jin,Hsi-Sheng Chen,Hsin-Yi Tseng,Issei Ogata,Jonathan Chang,Kelly Lee,Pang Chang Yu,Ru-Yun Tang,Shu-shen Hsiao,Shu-Yuan Hsu,Su-Yun Ko,Yiwen Chen,Yung-Feng Lee,Nien-Jen Wu"
McCabe & Mrs. Miller,https://www.metacritic.com/movie/mccabe-mrs-miller,Robert Altman,"Antony Holland,Hugh Millais,Jace Van Der Veen,Jackie Crossland,Manfred Schulz,Bert Remsen,Corey Fischer,John Schuck,Julie Christie,Keith Carradine,Michael Murphy,René Auberjonois,Shelley Duvall,Warren Beatty,William Devane"
The Best Years of Our Lives,https://www.metacritic.com/movie/the-best-years-of-our-lives,William Wyler,"Dorothy Adams,Minna Gombell,Ray Collins,Steve Cochran,Walter Baldwin,Cathy O'Donnell,Dana Andrews,Fredric March,Gladys George,Harold Russell,Hoagy Carmichael,Myrna Loy,Roman Bohnen,Teresa Wright,Virginia Mayo"
Stagecoach,https://www.metacritic.com/movie/stagecoach,John Ford,"Chief John Big Tree,Dorothy Appleby,Frank Baker,Ted Billings,Tom Tyler,Andy Devine,Berton Churchill,Claire Trevor,Donald Meek,George Bancroft,John Carradine,John Wayne,Louise Platt,Thomas Mitchell,Tim Holt"
Inside Llewyn Davis,https://www.metacritic.com/movie/inside-llewyn-davis,"Ethan Coen,Joel Coen","Adam Driver,Alex Karpovsky,Antonio E. Moreno,Bradley Mott,Carey Mulligan,Ethan Phillips,F. Murray Abraham,Frank Ridley,Garrett Hedlund,Genevieve Adams,Helen Hong,Jake Ryan,James Colby,Jeanine Serralles,Jerry Grayson,Joel Brody,John Goodman,Justin Timberlake,Max Casella,Mike Houston,Oscar Isaac,Ricardo Cordero,Robin Bartlett,Stark Sands,Carey Mulligan,Garrett Hedlund,John Goodman,Justin Timberlake,Oscar Isaac"
Sherpa,https://www.metacritic.com/movie/sherpa,Jennifer Peedom,
There Will Be Blood,https://www.metacritic.com/movie/there-will-be-blood,Paul Thomas Anderson,"Barry Del Sherman,Coco Leigh,Dillon Freasier,Erica Sullivan,Harrison Taylor,Jacob Stringer,Jim Meskimen,Joseph Mussey,Kevin Breznahan,Martin Stringer,Matthew Braden Stringer,Paul F. Tompkins,Randall Carver,Stockton Taylor,Daniel Day-Lewis"
Badlands,https://www.metacritic.com/movie/badlands,Terrence Malick,"Alan Vint,Ben Bravo,Bryan Montgomery,Charles Fitzpatrick,Dona Baldwin,Emilio Estevez,Gail Threlkeld,Gary Littlejohn,Howard Ragsdale,John Carter,John Womack Jr.,Ramon Bieri,Warren Oates,Martin Sheen,Sissy Spacek"
The Last Picture Show,https://www.metacritic.com/movie/the-last-picture-show,Peter Bogdanovich,"Barc Doyle,Bill Thurman,Jessie Lee Fulton,Joe Heathcock,Randy Quaid,Ben Johnson,Cloris Leachman,Clu Gulager,Cybill Shepherd,Eileen Brennan,Ellen Burstyn,Jeff Bridges,Sam Bottoms,Sharon Ullrick,Timothy Bottoms"
Do the Right Thing,https://www.metacritic.com/movie/do-the-right-thing,Spike Lee,"Bill Nunn,Frankie Faison,Giancarlo Esposito,John Savage,John Turturro,Joie Lee,Miguel Sandoval,Paul Benjamin,Richard Edson,Rick Aiello,Robin Harris,Spike Lee,Danny Aiello,Ossie Davis,Ruby Dee"
Sita Sings the Blues,https://www.metacritic.com/movie/sita-sings-the-blues,Nina Paley,"Aladdin Ullah,Annette Hanshaw,Aseem Chhabra,Bhavana Nagulapally,Debargo Sanyal,Deepti Gupta,Manish Acharya,Nina Paley,Nitya Vidyasagar,Pooja Kumar,Reena Shah,Sanjiv Jhaveri"
The Decline of Western Civilization,https://www.metacritic.com/movie/the-decline-of-western-civilization,Penelope Spheeris,"Bill Gazzarri,Fear,Frank Gargani,John Doe,Lorna Doom,Alice Bag,Alice Bag Band,Black Flag,Circle Jerks,Claude Bessy,Darby Crash,Dinah Cancer,Don Bolles,Exene Cervenka,Philo Cramer"
Rio Bravo,https://www.metacritic.com/movie/rio-bravo,Howard Hawks,"Frank Balderrama,Fred Aldrich,Harry Carey Jr.,Malcolm Atterbury,Sheb Wooley,Angie Dickinson,Claude Akins,Dean Martin,Estelita Rodriguez,John Russell,John Wayne,Pedro Gonzalez Gonzalez,Ricky Nelson,Walter Brennan,Ward Bond"
Brother's Keeper,https://www.metacritic.com/movie/brothers-keeper,"Bruce Sinofsky,Joe Berlinger","Connie Chung,Donald F. Cerio,John W. Graham,Maynard A. Cosnett,Robert J. Killough,Dave Goff,Delbert Ward,Harry Thurston,John Teeple,Joseph F. Loszynski,Ken Elmer,Lyman Ward,Ralph A. Cognetti,Roscoe Ward,Walt Geisler"
Crumb,https://www.metacritic.com/movie/crumb,Terry Zwigoff,"Aline Kominsky,Beatrice Crumb,Bill Griffith,Charles Crumb,Dana Morgan,Deirdre English,Don Donahue,Kathy Goodell,Martin Müller,Maxon Crumb,Peggy Orenstein,Robert Hughes,Spain Rodriguez,Trina Robbins,Robert Crumb"
Spotlight,https://www.metacritic.com/movie/spotlight,Thomas McCarthy,"Billy Crudup,Brian d'Arcy James,Christopher Gallagher,Dallas Peplow,Doug Murray,Duane Murray,Elena Juatco,Elena Wohl,Faith Fay,Gary Galone,Gene Amoroso,Jamey Sheridan,John Slattery,Lana Antonova,Len Cariou,Liev Schreiber,London Hall,Mark Ruffalo,Michael Cyril Creighton,Michael Keaton,Neal Huff,Paul Guilfoyle,Rachel McAdams,Rob deLeeuw,Robert B. Kennedy,Sharon McFarlane,Shawn Contois,Stanley Tucci,Stefanie Drummond,Zarrin Darnell-Martin,John Slattery,Liev Schreiber,Mark Ruffalo,Michael Keaton,Rachel McAdams,Stanley Tucci"
The Band Wagon,https://www.metacritic.com/movie/the-band-wagon,Vincente Minnelli,"Barbara Bailey,Brandon Beach,Ernest Anderson,Lysa Baugher,Patsy Bangs,Cyd Charisse,Fred Aldrich,Fred Astaire,India Adams,Jack Buchanan,James Mitchell,Nanette Fabray,Oscar Levant,Richard Alexander,Robert Gist"
One More Time with Feeling,https://www.metacritic.com/movie/one-more-time-with-feeling,Andrew Dominik,"Nick Cave,Nick Cave & the Bad Seeds,Nick Cave & The Bad Seeds,Warren Ellis"
The Diving Bell and the Butterfly,https://www.metacritic.com/movie/the-diving-bell-and-the-butterfly,Julian Schnabel,"Anne Consigny,Fiorella Campanella,Gérard Watkins,Isaach De Bankolé,Jean-Pierre Cassel,Marina Hands,Max von Sydow,Niels Arestrup,Olatz López Garmendia,Patrick Chesnais,Talina Boyaci,Théo Sampaio,Emmanuelle Seigner,Marie-Josée Croze,Mathieu Amalric"
Invasion of the Body Snatchers,https://www.metacritic.com/movie/invasion-of-the-body-snatchers-1956,Don Siegel,"Beatrice Maude,Bobby Clark,Eileen Stevens,Guy Way,Jean Andren,Carolyn Jones,Dana Wynter,Jean Willes,Kenneth Patterson,Kevin McCarthy,King Donovan,Larry Gates,Ralph Dumke,Tom Fadden,Virginia Christine"
