Movie Name,Movie Detail Link,Directors,Casts
Tampopo,https://www.metacritic.com/movie/tampopo,Jûzô Itami,"Fukumi Kuroda,Hideji Ôtaki,Kinzô Sakura,Kôji Yakusho,Mario Abe,Masahiko Tsugawa,Rikiya Yasuoka,Sen Hara,Setsuko Shinoi,Yoriko Douguchi,Yoshi Katô,Yoshihiro Kato,Ken Watanabe,Nobuko Miyamoto,Tsutomu Yamazaki"
Blow Out,https://www.metacritic.com/movie/blow-out,Brian De Palma,"Cindy Manion,Curt May,Deborah Everton,J. Patrick McNamara,John Aquino,John McMartin,Lori-Nan Engler,Missy Cleveland,Missy Crutchfield,Peter Boyden,Roger Wilson,Dennis Franz,John Lithgow,John Travolta,Nancy Allen"
Diane,https://www.metacritic.com/movie/diane,Kent Jones,"Cara Yeates,David Tuttle,Jenny Kirlin,Joe James,Laura Knight,Marcia Haufrecht,Mike Hartman,Patrick Husted,Ray Iannicelli,Andrea Martin,Andrew Geher,Celia Keenan-Bolger,Dave Dyshuk,Deirdre O'Connell,Diana Greenhut,Dierdre Friel,Estelle Parsons,Glynnis O'Connor,Jake Lacy,Jennifer Delora,Joyce Van Patten,Kerry Flanagan,Lew Gardner,Lorenzo Beronilla,Mary Fuller,Mary Kay Place,Phyllis Somerville,Teri Gibson"
The Magician,https://www.metacritic.com/movie/the-magician-1959,Ingmar Bergman,"Åke Fridell,Axel Düberg,Oscar Ljung,Sif Ruud,Ulla Sjöblom,Bengt Ekerot,Bibi Andersson,Erland Josephson,Gertrud Fridh,Gunnar Björnstrand,Ingrid Thulin,Lars Ekborg,Max von Sydow,Naima Wifstrand,Toivo Pawlo"
The Thin Man,https://www.metacritic.com/movie/the-thin-man,W.S. Van Dyke,"Asta,Cyril Thornton,Edward Brophy,Edward Ellis,Natalie Moorhead,Cesar Romero,Harold Huber,Henry Wadsworth,Maureen O'Sullivan,Minna Gombell,Myrna Loy,Nat Pendleton,Porter Hall,William Henry,William Powell"
Russian Ark,https://www.metacritic.com/movie/russian-ark,Aleksandr Sokurov,"Aleksandr Chaban,Alla Osipenko,Artyom Strelnikov,David Giorgobiani,Leonid Mozgovoy,Lev Yeliseyev,Maksim Sergeyev,Mariya Kuznetsova,Mikhail Piotrovsky,Natalya Nikulenko,Oleg Khmelnitsky,Sergei Dontsov,Tamara Kurenkova,Yelena Rufanova,Yelena Spiridonova"
Point Blank,https://www.metacritic.com/movie/point-blank-1967,John Boorman,"Kathleen Freeman,Lawrence Hauben,Roberta Haynes,Susan Holloway,Victor Creatore,Angie Dickinson,Carroll O'Connor,James Sikking,John Vernon,Keenan Wynn,Lee Marvin,Lloyd Bochner,Michael Strong,Sandra Warner,Sharon Acker"
Lincoln,https://www.metacritic.com/movie/lincoln,Steven Spielberg,"Adam Driver,Bruce McGill,Daniel Day-Lewis,David Costabile,David Oyelowo,David Strathairn,Hal Holbrook,Jackie Earle Haley,James Spader,Jared Harris,John Hawkes,Joseph Cross,Joseph Gordon-Levitt,Julie White,Lee Pace,Michael Stuhlbarg,Peter McRobbie,Sally Field,Tim Blake Nelson,Tommy Lee Jones,Walton Goggins,Daniel Day-Lewis"
The Wolf House,https://www.metacritic.com/movie/the-wolf-house,"Cristóbal León,Joaquín Cociña","Amalia Kassai,Rainer Krause"
An Elephant Sitting Still,https://www.metacritic.com/movie/an-elephant-sitting-still,Bo Hu,"Binyuan Li,Danyi Li,Qing Li,Suyun Li,Yixin Kong,Congxi Li,Jing Guo,Miaomiao He,Uvin Wang,Wei Kong,Xiang Rong Dong,Ximan Huang,Yu Zhang,Yuchang Peng,Zhao-Yan Guo-Zhang"
Room,https://www.metacritic.com/movie/room-2015,Lenny Abrahamson,"Amanda Brugel,Brad Wietersen,Brie Larson,Cas Anvar,Chantelle Chung,Jack Fulton,Jacob Tremblay,Jee-Yun Lee,Joan Allen,Joe Pingue,Justin Mader,Kate Drummond,Matt Gordon,Megan Park,Randal Edwards,Sandy McMaster,Sean Bridgers,Tom McCamus,Wendy Crewson,William H. Macy,Zarrin Darnell-Martin,Brie Larson,Jacob Tremblay"
The Tillman Story,https://www.metacritic.com/movie/the-tillman-story,Amir Bar-Lev,"Pat Tillman,Richard Tillman,Pat Tillman"
The Wind Will Carry Us,https://www.metacritic.com/movie/the-wind-will-carry-us,Abbas Kiarostami,"Ali Reza Naderi,Bahman Ghobadi,Behzad Dorani,Farzad Sohrabi,Frangis Rahsepar,Lida Soltani,Masoameh Salimi,Masood Mansouri,Noghre Asadi,Reihan Heidari,Roushan Karam Elmi,Shahpour Ghobadi"
The Remains of the Day,https://www.metacritic.com/movie/the-remains-of-the-day,James Ivory,"Abigail Hopkins,Ben Chaplin,Caroline Hunt,Christopher Reeve,Hugh Grant,James Fox,John Haycraft,Patrick Godfrey,Paula Jacobs,Peter Cellier,Peter Halliday,Peter Vaughan,Steve Dibben,Anthony Hopkins,Emma Thompson"
"sex, lies, and videotape",https://www.metacritic.com/movie/sex-lies-and-videotape,Steven Soderbergh,"Alexandra Root,David Foil,Earl T. Taylor,Laura San Giacomo,Peter Gallagher,Ron Vawter,Steven Brill,Andie MacDowell,James Spader"
Dog Day Afternoon,https://www.metacritic.com/movie/dog-day-afternoon,Sidney Lumet,"Carmine Foresta,Charles Durning,Estelle Omens,Gary Springer,James Broderick,Al Pacino,Amy Levitt,Beulah Garrick,Carol Kane,John Cazale,John Marriott,Marcia Jean Kurtz,Penelope Allen,Sandra Kazan,Sully Boyar"
